step,epoch,loss,eval_loss,mean_token_accuracy,eval_mean_token_accuracy,entropy,eval_entropy,grad_norm,learning_rate,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,num_tokens,eval_num_tokens,train_loss
740,3.6112469437652814,0.0253,,0.9925986960530281,,0.6900189340114593,,0.24233759939670563,3.9691076494642255e-05,,,,,,,,5759028.0,,
760,3.7090464547677264,0.0239,,0.990481649339199,,0.6623041704297066,,0.08797615766525269,3.466934643431795e-05,,,,,,,,5914637.0,,
780,3.8068459657701714,0.0167,,0.9932767629623414,,0.6478514850139618,,0.1675780713558197,2.9919949290553096e-05,,,,,,,,6070750.0,,
800,3.904645476772616,0.0195,,0.9889714747667313,,0.6511132895946503,,0.310303270816803,2.546268307707428e-05,,,,,,,,6225647.0,,
800,3.904645476772616,,0.2559288740158081,,0.9484565128450808,,0.7424033212920894,,,13.1569,55.256,3.496,,,,,,6225647.0,
820,4.0,0.0157,,0.9941482482812344,,0.6354825374407645,,0.007480872794985771,2.1316128050492258e-05,,,,,,,,6373480.0,,
840,4.097799511002445,0.0099,,0.9954333499073982,,0.6276540100574494,,0.21498462557792664,1.7497569257908697e-05,,,,,,,,6525004.0,,
860,4.19559902200489,0.0117,,0.9953071072697639,,0.6003564015030861,,0.09140583872795105,1.402292448364505e-05,,,,,,,,6683937.0,,
880,4.293398533007335,0.0102,,0.9935675680637359,,0.604562284052372,,0.12640462815761566,1.0906677895450057e-05,,,,,,,,6838248.0,,
900,4.39119804400978,0.0149,,0.9919902473688126,,0.6045424863696098,,0.18732284009456635,8.161819666783888e-06,,,,,,,,6988039.0,,
900,4.39119804400978,,0.26720649003982544,,0.9485866855020109,,0.6883942452461823,,,13.1489,55.29,3.498,,,,,,6988039.0,
920,4.488997555012225,0.0089,,0.9952480539679527,,0.5946242325007915,,0.0406799241900444,5.799791826864931e-06,,,,,,,,7142829.0,,
940,4.58679706601467,0.0111,,0.9940143927931786,,0.5793269611895084,,0.04226675629615784,3.830440564205462e-06,,,,,,,,7305237.0,,
960,4.684596577017115,0.0182,,0.9921259343624115,,0.5854640901088715,,0.27618408203125,2.261975182460341e-06,,,,,,,,7461139.0,,
980,4.78239608801956,0.0126,,0.993653517961502,,0.592776557803154,,0.3013157844543457,1.1009338796824086e-06,,,,,,,,7613122.0,,
1000,4.880195599022005,0.0089,,0.9960051372647285,,0.5649396449327468,,0.14212901890277863,3.52156493635003e-07,,,,,,,,7773501.0,,
1000,4.880195599022005,,0.27015256881713867,,0.9470657317534737,,0.6777479655068853,,,13.1558,55.261,3.497,,,,,,7773501.0,
1020,4.97799511002445,0.0106,,0.9941537722945213,,0.5666969865560532,,0.1877831667661667,1.8764326773645923e-08,,,,,,,,7935557.0,,
1025,5.0,,,,,,,,,,,,4002.8039,8.163,0.256,1.8163654237396992e+17,,,0.12510879478803494
